,ra,dec,type,u,g,r,i,size
1912,185.011437117,15.1938367913,3,22.54162,22.40086,22.62259,22.77606,0.6293751
1913,185.126830597,15.0407145559,6,23.79459,22.85952,21.54318,20.16109,0.7379748
1914,185.15790295,15.129825264,6,19.10915,18.11729,17.85073,17.80283,0.7808271
1915,185.157912596,15.1298250852,3,19.09822,18.11021,17.8421,17.77235,11.82181
1916,185.010646808,15.0183868393,3,26.35768,22.84908,22.31381,20.97487,0.8763972
1917,185.126536868,15.1983905091,3,22.63326,23.02374,21.84501,22.06289,1.041929
1918,185.126540977,15.1983903051,3,22.75297,23.13197,21.82929,22.02587,1.085638
1919,185.126106831,15.0483740774,3,24.36815,22.82773,22.92479,22.09656,3.769299
1920,185.126520367,15.107455528,3,25.05423,22.85236,21.61406,21.33476,1.002091
1921,185.126261362,15.1783023234,3,23.27523,23.56662,21.9782,20.58431,0.9233789
1922,185.089556555,15.1243614922,6,24.41622,23.32219,22.02945,21.19699,0.3455863
1923,185.048885463,15.1628018582,6,23.48505,23.5175,22.52414,20.92235,0.5536848
1924,185.126620584,15.1724695697,3,23.45126,22.7336,22.03654,22.51334,0.7680428
1925,185.088999401,15.1362310053,3,22.43993,21.64185,21.02743,21.1943,1.193389
1926,185.088945765,15.1085280631,3,23.53201,21.58247,20.61899,19.97244,1.20463
1927,185.049394074,15.0744011406,3,22.68028,21.36375,20.46055,20.08949,0.8725619
1928,185.048771671,15.1650696677,6,23.72414,23.0353,22.35731,22.41957,0.9274282
1929,185.011428758,15.1939201752,3,23.80639,22.95468,22.45788,22.27321,0.9777799
1930,185.048540583,15.0501751266,3,23.92211,25.03061,21.51525,17.39529,3.895995
1931,185.159021176,15.0007915613,3,22.03332,22.22616,-9999.0,-9999.0,-9999.0
1932,185.010750021,15.0531871981,3,22.96889,21.4762,20.84514,20.77016,0.8585866
1933,185.193636167,15.1783157293,3,22.50055,22.70161,22.7239,21.89475,0.1906595
1934,185.193211688,15.0938669828,3,22.51434,22.36427,20.93861,20.48085,1.221293
1935,185.193319155,15.1576256198,3,23.44401,22.1583,21.51653,21.32141,-9999.0
1936,185.193599307,15.1567558988,3,24.36826,21.82536,20.50299,19.92556,0.8889319
1937,185.193591574,15.1567603232,3,24.65332,21.32182,20.09455,19.5924,0.5931706
1938,185.192685164,15.0539150399,3,22.79115,22.71243,23.13363,21.98558,0.6106843
1939,185.192537634,15.0230476138,3,23.58394,23.03892,21.67859,21.2405,0.8681988
1940,185.011044673,15.0479230253,6,22.91038,21.10445,20.55287,20.41807,0.5777996
1941,185.126363497,15.1141159206,3,23.51788,21.0096,20.35714,20.16975,1.010526
1942,185.010610664,15.0184629246,3,24.07845,23.01811,22.26784,21.28098,1.018318
1943,185.158241361,15.1134446145,3,25.44679,24.46146,25.70461,25.33716,-9999.0
1944,185.192944934,15.0877917653,3,23.25253,23.42653,21.72697,20.85564,0.9787577
1945,185.157874092,15.1298477653,6,19.13078,18.15968,17.87667,17.79733,11.40484
1946,185.157913595,15.1298478644,6,19.09241,18.13428,17.82278,17.74144,0.6252149
1947,185.048598597,15.1309191454,3,22.5078,22.69927,22.62107,20.64383,1.672314
1948,185.048440913,15.0297751767,3,23.09592,23.14008,21.88895,21.94394,0.9979931
1949,185.089473974,15.160172065,3,26.24447,24.40933,23.66675,24.55444,0.4347248
1950,185.01151116,15.0910541984,3,23.88984,23.58789,22.4666,21.58683,0.7771465
1951,185.010515149,15.1190093133,3,25.30639,23.4663,21.97865,24.03685,-9999.0
1952,185.172473471,15.1993211396,6,23.67584,23.19063,22.25108,21.71469,0.3601198
1953,185.172029968,15.1067170795,3,22.41374,22.57528,21.41015,22.59241,0.9993798
1954,185.045390293,15.0006644101,6,21.59857,26.08451,24.03119,24.23004,2.288862
1955,185.084847508,15.1937560874,3,21.89935,21.75089,20.57945,20.23319,0.8406355
1956,185.084702123,15.0030891875,3,20.5395,21.95997,22.53034,24.38451,-9999.0
1957,185.084246876,15.0059558295,3,19.36751,19.81713,20.3614,21.6938,0.4788986
1958,185.084338444,15.0078229265,3,19.85408,20.00594,20.85349,22.99943,-9999.0
1959,185.084555204,15.0004086971,3,26.41463,20.75002,22.91471,26.72991,-9999.0
1960,185.084485827,15.0122353233,3,19.94067,19.5651,19.89753,20.82555,0.4211821
1961,185.007707439,15.15208377,6,24.32503,21.08259,19.576,18.3683,0.6805457
1962,185.007715247,15.1520809416,6,23.91588,21.08722,19.56842,18.36804,0.6787481
1963,185.084979605,15.1884829491,3,24.71908,22.62163,21.47114,21.19125,1.698579
1964,185.084344079,15.0122364927,3,20.74704,20.88951,20.25132,20.93463,1.916144
1965,185.045321641,15.0374976735,3,24.13154,23.91133,22.31344,21.10378,0.8672565
1966,185.008159276,15.0339669942,3,21.65904,22.03053,20.82424,20.03345,1.165838
1967,185.084262318,15.0895727176,3,22.10246,20.58643,19.19587,18.72491,1.067803
1968,185.084262327,15.0895727235,3,22.04571,20.44348,19.06414,18.58836,1.088586
1969,185.084828233,15.1937631005,3,22.21774,21.35251,20.47275,20.13449,0.7186779
1970,185.045600567,15.0687168586,6,24.62233,22.89737,23.7101,22.74499,0.7259508
1971,185.044996445,15.170152708,3,22.90182,22.55395,20.88755,19.94196,0.7204601
1972,185.044796468,15.1033573055,6,23.47832,22.00707,20.70826,20.15011,0.6182687
1973,185.007718779,15.1521003355,6,24.04107,21.0069,19.53257,18.3769,0.6232421
1974,185.007714918,15.1521023657,6,23.09659,20.94132,19.51351,18.34224,1.912305
1975,185.007728651,15.1520988658,6,23.96962,21.02473,19.56008,18.37178,0.6210073
1976,185.007756461,15.152101088,6,24.08335,21.09356,19.58655,18.38468,0.601725
1977,185.172766502,15.1110535985,3,26.56236,22.15487,21.26583,20.71327,11.20526
1978,185.172109869,15.0629645927,3,27.00129,22.26114,20.62913,21.23945,2.516556
1979,185.172195502,15.1408402599,6,24.47248,24.99505,24.71548,18.52767,0.6612027
1980,185.1186848,15.0951690415,3,22.55819,21.62942,20.70859,20.35847,1.180016
1981,185.045122868,15.1292679909,3,23.217,23.17492,22.58523,21.51288,0.6505827
1982,185.084857867,15.0738777666,3,22.39324,22.40759,21.66347,22.20531,0.6850122
1983,185.084138191,15.0391275931,3,22.30555,22.71934,21.53895,20.78898,1.1441
1984,185.007170879,15.137646993,3,25.09078,23.60872,22.90811,21.64552,0.5334948
1985,185.008104874,15.1631994848,3,22.79757,22.06327,21.75279,21.81222,0.2941114
1986,185.007439933,15.0581356808,6,24.6143,22.44969,21.16782,20.01632,0.6508728
1987,185.007488616,15.1924756575,3,23.36239,21.35758,19.88115,19.33051,0.8618966
1988,185.172740242,15.1110764419,3,23.2419,22.47784,21.4472,21.08873,1.315027
1989,185.173115856,15.1362680207,6,24.87211,24.84581,24.71484,20.78019,0.7354002
1990,185.172340693,15.1403663392,3,23.71232,19.89452,24.71536,24.29609,3.924936
1991,185.118250544,15.0038423433,3,23.00628,23.08223,21.60195,20.92633,0.7076434
1992,185.084600542,15.0358843585,6,22.46047,20.27772,19.055,18.62152,0.6116129
1993,185.007215634,15.1376492628,6,25.05318,23.71581,22.89326,21.71712,0.4969331
1994,185.008175439,15.0339656025,3,18.78001,19.85554,18.82392,18.28355,6.529333
1995,185.008120681,15.163212787,3,22.63785,22.06557,21.78541,21.86124,-9999.0
1996,185.007451612,15.0581310349,6,24.07247,22.43576,21.18637,20.01019,0.6431484
1997,185.007493538,15.1924760124,3,23.46079,21.37529,19.90286,19.34328,0.8474216
1998,185.085032908,15.1885881394,3,23.56751,22.6346,21.77402,20.89155,1.232138
1999,185.084212178,15.0390958916,3,24.35851,23.28839,21.98267,21.02609,0.8601781
2000,185.045346554,15.0374769733,3,24.14297,23.09352,21.43063,20.4441,1.260555
2001,185.118560649,15.0400171189,3,25.71129,22.81787,22.19371,22.03942,1.060437
2002,185.11868429,15.09514266,3,22.35783,21.55062,20.61619,20.18567,1.107221
2003,185.084298515,15.089570964,3,22.36992,20.42471,19.067,18.50127,1.126012
2004,185.084298534,15.0895709601,3,22.5882,20.375,19.01643,18.45379,1.140576
2005,185.08493759,15.0737983741,3,23.26765,22.60704,22.551,22.14089,0.5689604
2006,185.044987711,15.1701411246,3,24.52059,22.57862,20.97948,19.89086,0.9519786
2007,185.044826493,15.103360649,6,24.77309,21.94149,20.74426,20.23113,0.7083356
2008,185.008063654,15.1630266083,3,23.54213,22.26747,21.69502,21.63721,1.133199
2009,185.007453965,15.0581588055,6,25.18728,22.88654,21.13685,20.02457,0.6673828
2010,185.007494554,15.1924595072,3,25.31818,21.42619,19.94596,19.39999,0.9148123
2011,185.007289204,15.0074928325,3,25.81371,22.33539,22.44488,22.06596,0.4999764
2012,185.08464379,15.0358816065,6,23.15517,20.18665,19.07058,18.59227,0.7235799
2013,185.084652371,15.0358816507,6,22.67892,20.17189,19.04971,18.58717,0.7213675
2014,185.04531455,15.043674249,6,24.46256,24.9877,24.74803,20.83813,0.755192
2015,185.044961896,15.0539838497,3,24.46373,24.98861,24.71082,20.86115,0.7567425
2016,185.17257289,15.1993661689,3,25.3214,23.95922,22.11072,21.49961,1.177624
2017,185.044900673,15.1290848247,3,24.54205,23.10547,23.08169,21.28049,1.850237
2018,185.007395843,15.0829502438,3,23.34776,26.04942,22.04623,25.32631,-9999.0
2019,185.007197062,15.1375607794,6,23.66218,24.18817,22.52326,21.36524,0.5595701
2020,185.133875183,15.0065461825,6,24.92687,23.7839,22.46873,23.02424,0.2296929
2021,185.133439046,15.0923148124,3,23.73367,25.29191,23.08506,21.08937,1.086489
2022,185.0230486,15.171464199,3,22.51262,22.64346,21.33594,21.28771,0.9062492
2023,185.160597975,15.1151949722,3,22.18785,21.65861,20.71413,20.08255,1.878154
2024,185.060104374,15.1544120434,3,24.44276,22.55446,21.81845,21.73956,0.9134
2025,185.059842666,15.0372719966,3,25.43666,22.55234,21.60671,22.38458,0.286422
2026,185.059599363,15.0955042422,3,24.98183,22.81799,24.15599,25.44924,-9999.0
2027,185.059269897,15.013052108,3,23.18912,22.60521,22.23437,21.36211,1.542014
2028,185.059305127,15.0130229814,3,21.9717,22.08503,21.41335,20.87181,1.597064
2029,185.021762957,15.1396823251,6,23.92743,22.4695,21.73196,20.92727,0.7971942
2030,185.021101758,15.0118173638,6,23.1743,22.51482,21.74123,21.34467,0.6137967
2031,185.020791543,15.1263181231,3,21.6682,21.04987,20.37144,20.0626,1.509201
2032,185.128772142,15.1523112744,6,22.81042,21.99133,21.19703,20.90257,0.7362037
2033,185.129175904,15.1529280224,6,20.78474,19.97335,19.69523,19.64169,0.8292521
2034,185.129175879,15.152927878,6,20.75855,19.95202,19.67121,19.61624,1.087251
2035,185.059843985,15.1150825554,6,25.3711,23.37213,24.69868,24.41237,3.427845
2036,185.160341597,15.0613081487,3,26.80262,23.72451,24.11997,24.56054,4.501161
2037,185.161321624,15.1751999085,3,25.92997,23.04312,21.98916,20.90435,0.5813648
2038,185.161335092,15.1158008556,3,21.06481,30.03448,18.55439,19.92333,2.449451
2039,185.161024102,15.1541728448,3,24.81385,25.98004,23.86646,22.56817,0.9737165
2040,185.160717995,15.1524971926,3,24.24623,24.4786,22.03234,21.04733,0.7849197
2041,185.161309174,15.1099050822,3,22.06623,21.98207,21.18536,20.90328,1.031703
2042,185.161093345,15.145195967,3,25.64366,22.19277,24.04657,24.04233,0.5854393
2043,185.160760662,15.1525513486,6,25.236,23.71532,21.92325,21.20704,0.5805464
2044,185.160320485,15.0613278306,3,26.74979,24.20751,24.21772,24.12367,4.501909
2045,185.128640571,15.147179907,6,24.75314,23.97164,22.52019,21.02538,0.5739291
2046,185.128930361,15.1232165802,3,22.9723,22.63181,20.64997,20.66063,3.970974
2047,185.128405501,15.1062378469,3,24.05224,23.14672,22.00967,22.06067,1.35339
2048,185.060201878,15.0778125295,3,24.44057,23.89543,22.34229,21.60296,1.768524
2049,185.059337909,15.0129597235,6,23.15713,22.92685,21.79486,21.49907,0.760128
2050,185.021866831,15.1571392689,3,23.49407,22.61195,21.61603,21.57028,1.348713
2051,185.128146431,15.1794197287,6,24.47708,24.65707,23.98989,21.83212,0.4478921
2052,185.128782792,15.0414918952,6,24.02147,22.89748,24.59333,24.6647,1.575686
2053,185.059671044,15.0236444525,6,23.40683,25.38256,25.54714,24.30225,-9999.0
2054,185.060071488,15.1544321073,3,23.46234,22.54679,21.48737,21.54062,0.3591892
2055,185.05984735,15.0372035683,3,24.87143,21.87613,21.57949,21.24896,0.9608102
2056,185.021109183,15.140631859,3,23.00081,24.98827,22.9148,22.1075,0.786321
2057,185.021071284,15.0118502941,3,24.089,22.8023,21.85919,21.72004,0.685358
2058,185.021071284,15.0118502941,3,24.43563,22.8023,21.85919,21.72004,0.685358
2059,185.02075802,15.1263327774,3,21.32018,20.87628,20.29678,20.07455,1.357116
2060,185.128725112,15.1523026736,3,25.68392,22.11285,21.03863,20.84874,0.8798854
2061,185.129154655,15.1529584781,6,20.84782,19.94249,19.73293,19.61644,0.5839434
2062,185.128849393,15.1524469568,3,24.29013,23.41499,22.60125,22.37755,0.2605787
2063,185.129178004,15.1529332577,6,20.8041,19.94983,19.66713,19.63158,0.9835314
2064,185.021417013,15.1710278983,3,24.03651,23.76565,22.87518,21.18349,1.350046
2065,185.129057218,15.1196853722,3,23.73178,23.37911,22.32125,22.70031,0.6198778
2066,185.09109235,15.0307435074,3,25.18513,24.57261,22.30553,21.40693,1.321035
2067,185.091705433,15.0505837249,3,23.19528,22.80963,22.40536,22.83608,-9999.0
2068,185.128131508,15.1092145339,6,25.00654,22.79014,20.96119,20.15804,0.7631711
2069,185.091104428,15.110790795,3,24.3399,20.19813,18.91595,18.40395,1.343142
2070,185.129178006,15.1529332447,6,20.80123,19.94629,19.66301,19.6277,1.079092
2071,185.128136536,15.1092199433,3,24.96028,22.77789,20.91456,20.14176,0.7839521
2072,185.021885321,15.1570761526,3,23.1461,22.70596,21.91892,21.64951,1.482965
2073,185.128972061,15.1231957521,3,23.51412,22.93079,22.20411,22.30511,0.04463115
2074,185.128405065,15.1062251464,6,23.85391,23.05208,23.0241,22.35097,0.9173799
2075,185.161318912,15.1099228255,3,21.65269,21.78295,21.08007,20.63828,0.9957217
2076,185.161275627,15.1855813436,3,23.09051,23.15111,22.67946,21.99534,1.018087
2077,185.160872096,15.1832449831,3,23.64891,22.01288,20.66436,19.77663,0.9685026
2078,185.160480941,15.0511299094,3,22.6505,21.6922,20.84294,20.68277,0.7588326
2079,185.160695426,15.1592269516,3,22.69303,22.47842,20.77697,26.70365,-9999.0
2080,185.160838359,15.1498359611,3,25.70214,21.44146,23.46754,24.36772,-9999.0
2081,185.161327374,15.1099168255,3,21.6652,21.88396,21.09259,20.6858,0.6008535
2082,185.16086572,15.1832362124,3,23.42248,22.20391,20.81896,19.90449,0.6478183
2083,185.16049161,15.0511107022,3,22.87431,22.05884,21.17529,20.95105,0.7402006
2084,185.16049161,15.0511107022,3,23.68022,22.05884,21.17529,20.95105,0.7402006
2085,185.160574333,15.0129328399,3,25.39363,22.63843,24.15378,23.36132,0.8413748
2086,185.160479782,15.0511550856,3,23.65358,22.23003,21.35767,21.36617,1.378067
2087,185.160278477,15.0151897912,3,22.29378,21.86032,21.21288,21.14824,1.048619
2088,185.160274809,15.015166443,3,22.29461,22.15433,21.44801,21.36584,0.9024426
2089,185.09107334,15.1108120536,3,23.32103,20.25298,18.86708,18.37397,1.369167
2090,185.160317627,15.015018255,3,25.18296,22.19993,21.61988,21.59327,1.334738
2091,185.060214637,15.0778766769,3,23.4586,23.12182,22.08061,21.47231,1.621013
2092,185.161047326,15.1453450909,6,23.96503,22.56865,23.895,22.62038,0.5743138
2093,185.160699883,15.1525139534,3,24.82365,23.82265,22.26462,21.38019,0.7112532
2094,185.129153864,15.1529591133,6,20.64167,19.74143,19.50104,19.34544,0.797956
2095,185.128122653,15.1092434399,3,23.56574,22.64322,20.93974,20.38279,0.7172195
2096,185.161037424,15.1475327948,3,26.10936,22.33442,23.47436,21.73068,0.6548821
2097,185.160690255,15.1390712274,6,24.50181,23.04269,22.05473,22.51423,0.4875998
2098,185.12866738,15.1471164982,6,23.15474,23.55083,22.71397,21.38969,1.233979
2099,185.160999011,15.1153248275,6,24.71976,24.2528,22.52432,23.35995,0.4236988
2100,185.160302922,15.1387694604,6,23.26379,22.82693,21.98005,22.47926,0.5903735
2101,185.12896134,15.1231921061,3,23.36383,22.87916,22.14644,22.31937,0.02099162
2102,185.128404438,15.1062265723,6,24.08263,22.86989,22.7855,22.14631,2.019284
2103,185.160419576,15.1680011165,3,25.65276,24.18269,22.86547,21.86913,0.8432947
2104,185.160857286,15.1831924983,3,24.20175,23.12813,20.92296,19.97423,0.9611964
2105,185.128671465,15.1471204228,6,23.27317,23.69013,22.80198,21.53901,0.6161933
2106,185.129060055,15.1197019753,3,23.76436,23.36012,22.28976,22.65894,0.9836084
2107,185.02152081,15.171077015,3,23.18976,23.89693,22.59246,20.99385,1.019152
2108,185.021915473,15.1397099056,3,22.70766,24.12837,21.32996,21.15216,1.171911
2109,185.166725387,15.1975907298,6,25.72941,25.45273,23.82138,22.1972,0.2845103
2110,185.029138776,15.1119635023,3,21.82334,20.14624,20.68111,19.78261,1.07395
2111,185.028342036,15.1719148952,3,24.69164,22.22823,21.64322,20.70967,0.7323598
2112,185.028118848,15.1381392682,3,24.28118,22.89378,22.18641,22.94534,1.019987
2113,185.028305142,15.1208220417,3,23.96149,22.59664,21.67537,21.2783,0.8832107
2114,185.100482318,15.0038011979,6,22.06683,20.78596,20.65419,20.43552,0.7791071
2115,185.065740009,15.0132595703,3,24.10933,23.06178,24.82976,22.51057,0.4435668
2116,185.167003395,15.0050397189,6,22.46735,25.34436,25.32095,24.22988,-9999.0
2117,185.166958586,15.1238190358,3,24.15122,26.07851,25.13928,22.80777,0.6121494
2118,185.166757495,15.0184973625,3,22.47875,22.10667,20.88798,20.26673,1.011161
2119,185.166635489,15.1443893942,6,24.47353,24.99582,24.71604,19.64426,0.8125123
2120,185.166490433,15.1416735285,3,25.32663,26.89974,28.07441,15.21475,6.867539
2121,185.136740006,15.0932223494,3,25.50566,25.73559,25.69395,24.4391,4.502851
2122,185.029150189,15.0970557428,6,26.15329,24.23194,24.7958,23.36944,-9999.0
2123,185.065496612,15.1596480773,6,25.29294,24.92598,25.62318,21.6501,0.4096899
2124,185.136787322,15.166376438,3,22.2398,23.15125,21.25066,20.7977,0.769423
2125,185.136328963,15.1853706145,6,23.94322,25.20751,22.50528,24.19245,1.116294
2126,185.065773878,15.0096940075,3,24.2976,22.81553,21.56031,20.72866,0.9690629
2127,185.028148728,15.0420923091,3,25.49222,22.58326,22.34396,23.75941,2.470929
2128,185.137235016,15.0404688925,6,22.59803,22.2251,21.45592,21.29269,0.9339986
2129,185.136675563,15.1589709898,3,21.97095,22.3049,21.45977,21.10201,1.060717
2130,185.066667455,15.1036266844,3,23.13499,22.33427,22.21756,22.38715,1.159571
2131,185.136455327,15.1395725208,6,24.35308,25.19343,25.10586,22.28355,0.4570208
2132,185.166202163,15.1285272505,6,24.25326,25.49624,22.70395,22.6215,0.7009162
2133,185.166308647,15.1490168601,3,23.57299,22.03003,21.85836,20.15412,0.8907123
2134,185.166477935,15.1443829772,6,22.71074,23.58774,24.71603,21.0403,0.7087043
2135,185.028975624,15.0729756481,6,24.89991,22.71702,21.12988,20.29387,0.730785
2136,185.166583973,15.1167606249,3,22.48268,21.73143,20.93301,20.76841,0.9588438
2137,185.137099841,15.12246216,3,23.67685,23.75611,21.98508,20.87563,0.9421656
2138,185.137262507,15.0329654,3,23.99597,22.98051,23.18283,23.12021,0.3386014
2139,185.137365764,15.033926474,6,20.70049,19.71283,19.41427,19.38827,0.7959051
2140,185.137365765,15.0339264743,6,20.70053,19.7119,19.41372,19.38776,0.8033053
2141,185.137374317,15.0339287441,6,20.68579,19.71771,19.41652,19.38424,0.803427
2142,185.066556703,15.1038101478,3,23.17638,23.48113,22.14507,22.39972,0.8581719
2143,185.028894684,15.0729899896,6,23.30872,23.57157,21.89822,20.4356,0.67532
2144,185.167124975,15.0124187083,6,23.86821,23.04987,24.4383,24.95438,-9999.0
2145,185.167101604,15.012427456,6,23.93163,22.94282,24.73694,25.17949,-9999.0
2146,185.166730585,15.0185373893,3,23.06527,22.54431,20.71127,20.27861,1.044662
2147,185.166541206,15.1168171263,3,22.17568,22.28279,21.13404,20.90547,1.300204
2148,185.166721593,15.0185413171,3,23.44977,22.69461,20.88557,20.44013,0.9995167
2149,185.166541776,15.1168061906,3,22.03655,22.05132,20.86765,20.68522,0.9012372
2150,185.029140193,15.0059250816,6,23.09844,22.87822,24.23025,24.05889,-9999.0
2151,185.028339198,15.1718557455,3,22.90215,22.45597,21.57276,21.27194,1.020899
2152,185.028339198,15.1718557455,3,22.76892,22.45597,21.57276,21.27194,1.020899
2153,185.028012358,15.13816107,3,21.88984,22.22854,21.72927,21.26504,1.47952
2154,185.028285412,15.1208245061,6,24.59942,22.80023,21.58744,21.69783,0.6503379
2155,185.137346051,15.0339504996,6,20.72608,19.78164,19.47216,19.34021,0.6321095
2156,185.137346051,15.0339504996,6,20.72612,19.78192,19.47192,19.33559,0.6316127
2157,185.166637856,15.0955403051,3,24.08958,23.10162,23.34224,24.41994,2.668781
2158,185.100478159,15.0037988281,6,21.84264,20.84341,20.61302,20.47759,0.4599552
2159,185.100477394,15.0037998631,6,21.83622,20.82291,20.56592,20.44011,0.5738629
2160,185.166983032,15.1653117182,3,22.62427,21.5898,20.77069,27.36127,-9999.0
2161,185.13705954,15.0682528215,3,26.09715,22.14849,21.25875,21.53176,6.131673
2162,185.137129796,15.1224523522,3,23.22581,23.1388,21.80411,20.55316,1.947693
2163,185.100453559,15.0038048286,3,21.83932,20.7311,20.44347,20.31766,1.621386
2164,185.06617375,15.1529059072,3,24.54651,22.05693,21.0863,21.50401,0.5096918
2165,185.136711146,15.0916317477,3,23.06232,24.28814,22.30136,22.24308,1.278727
2166,185.13722345,15.0955071843,3,22.85527,22.77262,23.4197,23.45325,-9999.0
2167,185.137302811,15.0404759733,6,23.0031,22.09454,21.57892,21.51699,0.7227412
2168,185.136852026,15.1662590439,3,24.68213,22.67027,21.56314,21.21603,0.8203974
2169,185.136752432,15.1588786868,3,22.38367,21.84385,21.1846,21.28588,1.31075
2170,185.066239301,15.152844972,3,22.5743,22.02024,21.67547,21.65253,0.6558365
2171,185.065909349,15.0096495735,3,23.19308,22.77228,21.79981,21.00915,1.035501
2172,185.06590935,15.0096495746,3,23.19272,22.77208,21.79938,21.00784,1.033531
2173,185.185490401,15.0355079515,3,22.89682,26.30441,22.39572,21.46546,-9999.0
2174,185.136224312,15.0037365379,3,-9999.0,-9999.0,19.26444,-9999.0,-9999.0
2175,185.098939905,15.0306094243,6,25.77934,23.29937,21.72867,19.8606,0.5544724
2176,185.062141829,15.1509236561,6,23.90962,25.18238,22.17727,25.35518,-9999.0
2177,185.062057217,15.1395450018,3,22.30607,21.38741,20.41552,20.23288,1.204487
2178,185.135205774,15.0457914993,3,23.10607,21.73863,21.42064,21.30499,0.5589283
2179,185.02481699,15.0713209151,6,23.89218,23.0767,24.36649,25.10756,-9999.0
2180,185.024969207,15.1796327364,3,22.68401,21.64734,20.28652,19.17225,1.789865
2181,185.099928249,15.1450663918,6,23.80981,23.35305,21.78539,20.37453,1.003142
2182,185.024958821,15.1683348726,3,23.6629,23.39289,23.93428,21.62228,0.5525488
2183,185.025042414,15.1612725925,3,23.40743,21.76163,21.18055,20.68326,1.053328
2184,185.136220282,15.003739143,3,-9999.0,-9999.0,18.62366,-9999.0,-9999.0
2185,185.1362235,15.0037616047,3,21.09712,19.60122,18.42916,17.98397,5.375199
2186,185.185766287,15.0713057418,6,24.69825,22.8393,24.20677,21.8913,0.663846
2187,185.185448573,15.1766555817,3,24.16454,21.6618,22.37411,21.86698,0.2363373
2188,185.185662324,15.1775487725,6,24.46046,24.96538,22.58895,22.27789,0.3451733
2189,185.13622626,15.198094039,3,21.9087,22.77587,21.67902,22.04952,0.9818856
2190,185.185688067,15.0205788168,3,25.04943,24.19934,22.68172,23.34483,0.653721
2191,185.136231154,15.1979451803,3,-9999.0,-9999.0,22.05543,21.38575,0.9417636
2192,185.136093829,15.0003986244,3,22.75603,22.2711,21.80032,21.64743,1.292519
2193,185.136183491,15.1174846797,3,22.22797,31.05632,18.68292,16.46562,31.17231
2194,185.062440055,15.0454599475,3,22.30716,22.71919,21.98312,22.01708,0.5326599
2195,185.098847217,15.0642462619,6,23.67936,23.36113,22.65223,22.14341,-9999.0
2196,185.062319779,15.1077113709,3,24.0081,23.21713,22.51914,21.65828,0.522661
2197,185.025462144,15.0284273957,6,24.23198,24.68249,22.94468,21.81612,2.473179
2198,185.136036028,15.0778438045,3,24.77301,23.25037,21.12856,19.80626,2.405017
2199,185.135959549,15.0530307485,3,23.33806,23.44363,21.55049,21.40625,0.2967972
2200,185.135920626,15.0132338507,6,25.64289,24.96701,22.29199,24.25649,-9999.0
2201,185.136165723,15.0006048499,3,23.01328,22.6043,21.85117,21.86754,0.7934496
2202,185.136202844,15.0037929886,3,22.2434,20.16373,18.87352,18.43234,1.320911
2203,185.136202554,15.0037948107,3,21.58924,19.48121,18.29624,17.85133,4.324833
2204,185.099098919,15.0502145171,3,24.47226,21.64932,21.07665,20.82605,0.8539001
2205,185.099086047,15.053496806,3,23.80517,21.57504,19.99277,19.43018,1.016151
2206,185.099190294,15.0442294304,3,22.35253,21.30987,20.36927,19.85195,1.018825
2207,185.02522032,15.0125351723,3,23.37109,22.38108,25.53925,25.24527,-9999.0
2208,185.02505569,15.1613119447,3,22.25399,21.80665,21.21199,20.93554,0.9771363
2209,185.135382344,15.0342937436,3,23.18714,21.52104,20.8946,20.62696,0.8515501
2210,185.13622041,15.003745255,3,22.26241,20.08073,18.8901,18.4644,1.330376
2211,185.13622221,15.0037483382,3,21.33362,19.44179,18.28853,17.85036,4.302708
2212,185.135378477,15.0342633016,3,24.05672,21.60144,20.89743,20.82341,0.9203196
2213,185.136006971,15.0530170164,3,-9999.0,-9999.0,21.59317,21.22528,1.811268
2214,185.062401657,15.0454595809,3,26.22842,23.17888,22.20432,22.39072,0.08296803
2215,185.062362955,15.1077261902,3,25.13401,23.245,22.03159,21.23479,1.103399
2216,185.136090678,15.000422843,3,-9999.0,-9999.0,22.2327,21.7288,0.7089835
2217,185.135146939,15.0457638109,3,22.93794,22.05716,21.90229,21.88027,2.497057
2218,185.13600866,15.0779201627,3,-9999.0,-9999.0,20.9658,19.7207,-9999.0
2219,185.136008662,15.0779201644,3,-9999.0,-9999.0,20.95523,19.70882,-9999.0
2220,185.098904826,15.0305860249,6,25.67929,22.95353,21.39928,19.76167,0.8046603
2221,185.099110228,15.0535006407,3,25.77348,21.39486,19.83669,19.22095,0.999106
2222,185.099238819,15.0501827464,3,22.8309,21.66627,21.27639,20.96775,0.7174012
2223,185.099219422,15.0442336933,3,22.37117,21.31821,20.45037,19.9571,0.904533
2224,185.098846247,15.0642666245,6,25.99822,22.93454,22.3135,21.49093,0.7100503
2225,185.061961657,15.1394556662,3,23.19952,21.40573,20.38843,19.96965,1.469064
2226,185.061961657,15.1394556662,3,23.05248,21.40573,20.38843,19.96965,1.469064
2227,185.135603855,15.005056619,3,24.52303,25.0849,23.51664,22.29712,0.504856
2228,185.136218939,15.0037552157,3,22.45356,20.35561,19.08745,18.59997,0.8410044
2229,185.136216451,15.0037576829,3,21.77089,19.73483,18.5343,18.08152,4.256623
2230,185.099625174,15.0029545621,3,23.88732,23.50632,22.00912,21.62783,1.269413
2231,185.18556935,15.0355226403,3,23.46341,22.9918,21.78987,21.0842,1.221088
2232,185.136229856,15.1979504341,3,26.00063,23.64361,22.06632,21.36574,1.026606
